frame, seconds, minutes, time, listeners
59, 0.9847660676703902, 0.016412767794506504, 11:03:01 , 4
118, 1.9695321353407804, 0.03282553558901301, 11:03:02 , 4
177, 2.9542982030111706, 0.04923830338351951, 11:03:03 , 4
236, 3.939064270681561, 0.06565107117802602, 11:03:04 , 4
295, 4.923830338351951, 0.08206383897253251, 11:03:05 , 4
354, 5.908596406022341, 0.09847660676703902, 11:03:06 , 5
413, 6.893362473692731, 0.11488937456154552, 11:03:07 , 5
472, 7.878128541363122, 0.13130214235605203, 11:03:08 , 5
531, 8.862894609033512, 0.14771491015055854, 11:03:09 , 5
590, 9.847660676703901, 0.16412767794506503, 11:03:10 , 5
649, 10.832426744374292, 0.18054044573957154, 11:03:11 , 5
708, 11.817192812044683, 0.19695321353407805, 11:03:12 , 5
767, 12.801958879715071, 0.21336598132858453, 11:03:13 , 5
826, 13.786724947385462, 0.22977874912309104, 11:03:14 , 5
885, 14.771491015055853, 0.24619151691759755, 11:03:15 , 5
944, 15.756257082726243, 0.26260428471210406, 11:03:16 , 5
1003, 16.741023150396632, 0.2790170525066105, 11:03:17 , 5
1062, 17.725789218067025, 0.2954298203011171, 11:03:18 , 5
1121, 18.710555285737414, 0.31184258809562354, 11:03:19 , 5
1180, 19.695321353407802, 0.32825535589013005, 11:03:20 , 5
1239, 20.680087421078195, 0.34466812368463656, 11:03:21 , 5
1298, 21.664853488748584, 0.3610808914791431, 11:03:22 , 5
1357, 22.649619556418973, 0.37749365927364953, 11:03:23 , 5
1416, 23.634385624089365, 0.3939064270681561, 11:03:24 , 5
1475, 24.619151691759754, 0.41031919486266255, 11:03:25 , 5
1534, 25.603917759430143, 0.42673196265716906, 11:03:26 , 5
1593, 26.588683827100535, 0.4431447304516756, 11:03:27 , 5
1652, 27.573449894770924, 0.4595574982461821, 11:03:28 , 5
1711, 28.558215962441317, 0.4759702660406886, 11:03:29 , 5
1770, 29.542982030111705, 0.4923830338351951, 11:03:30 , 5
1829, 30.527748097782094, 0.5087958016297016, 11:03:31 , 5
1888, 31.512514165452487, 0.5252085694242081, 11:03:32 , 5
1947, 32.49728023312288, 0.5416213372187146, 11:03:33 , 5
2006, 33.482046300793264, 0.558034105013221, 11:03:34 , 4
