frame, seconds, minutes, time, listeners
59, 0.9834187217783953, 0.016390312029639923, 21:56:00 , 197
118, 1.9668374435567906, 0.032780624059279846, 21:56:01 , 197
177, 2.9502561653351855, 0.04917093608891976, 21:56:02 , 241
236, 3.933674887113581, 0.06556124811855969, 21:56:03 , 241
295, 4.917093608891976, 0.08195156014819961, 21:56:04 , 241
354, 5.900512330670371, 0.09834187217783952, 21:56:05 , 241
413, 6.883931052448767, 0.11473218420747945, 21:56:06 , 241
472, 7.867349774227162, 0.13112249623711938, 21:56:07 , 241
531, 8.850768496005557, 0.14751280826675928, 21:56:08 , 241
590, 9.834187217783953, 0.16390312029639922, 21:56:09 , 241
649, 10.817605939562348, 0.18029343232603914, 21:56:10 , 241
708, 11.801024661340742, 0.19668374435567904, 21:56:11 , 241
767, 12.784443383119138, 0.21307405638531896, 21:56:12 , 241
826, 13.767862104897533, 0.2294643684149589, 21:56:13 , 241
885, 14.751280826675929, 0.24585468044459882, 21:56:14 , 241
944, 15.734699548454325, 0.26224499247423877, 21:56:15 , 241
1003, 16.71811827023272, 0.27863530450387863, 21:56:16 , 241
1062, 17.701536992011114, 0.29502561653351855, 21:56:17 , 241
1121, 18.68495571378951, 0.3114159285631585, 21:56:18 , 241
1180, 19.668374435567905, 0.32780624059279845, 21:56:19 , 241
1239, 20.6517931573463, 0.34419655262243837, 21:56:20 , 241
1298, 21.635211879124697, 0.3605868646520783, 21:56:21 , 241
1357, 22.618630600903092, 0.3769771766817182, 21:56:22 , 270
1416, 23.602049322681484, 0.39336748871135807, 21:56:23 , 270
1475, 24.58546804445988, 0.409757800740998, 21:56:24 , 270
1534, 25.568886766238275, 0.4261481127706379, 21:56:25 , 270
1593, 26.55230548801667, 0.44253842480027783, 21:56:26 , 270
1652, 27.535724209795067, 0.4589287368299178, 21:56:27 , 270
1711, 28.519142931573462, 0.4753190488595577, 21:56:28 , 270
1770, 29.502561653351858, 0.49170936088919764, 21:56:29 , 270
1829, 30.485980375130254, 0.5080996729188375, 21:56:30 , 270
1888, 31.46939909690865, 0.5244899849484775, 21:56:31 , 270
1947, 32.452817818687045, 0.5408802969781175, 21:56:32 , 270
2006, 33.43623654046544, 0.5572706090077573, 21:56:33 , 270
2065, 34.419655262243836, 0.5736609210373973, 21:56:34 , 270
2124, 35.40307398402223, 0.5900512330670371, 21:56:35 , 270
2183, 36.38649270580063, 0.6064415450966771, 21:56:36 , 270
2242, 37.36991142757902, 0.622831857126317, 21:56:37 , 270
2301, 38.35333014935741, 0.6392221691559569, 21:56:38 , 270
2360, 39.33674887113581, 0.6556124811855969, 21:56:39 , 270
2419, 40.3201675929142, 0.6720027932152367, 21:56:40 , 305
2478, 41.3035863146926, 0.6883931052448767, 21:56:41 , 305
2537, 42.287005036470994, 0.7047834172745165, 21:56:42 , 305
2596, 43.27042375824939, 0.7211737293041566, 21:56:43 , 305
2655, 44.253842480027785, 0.7375640413337964, 21:56:44 , 305
2714, 45.237261201806184, 0.7539543533634364, 21:56:45 , 305
2773, 46.220679923584576, 0.7703446653930762, 21:56:46 , 305
2832, 47.20409864536297, 0.7867349774227161, 21:56:47 , 305
2891, 48.18751736714137, 0.8031252894523562, 21:56:48 , 305
2950, 49.17093608891976, 0.819515601481996, 21:56:49 , 305
3009, 50.15435481069816, 0.835905913511636, 21:56:50 , 305
3068, 51.13777353247655, 0.8522962255412758, 21:56:51 , 305
3127, 52.12119225425495, 0.8686865375709159, 21:56:52 , 305
3186, 53.10461097603334, 0.8850768496005557, 21:56:53 , 305
3245, 54.08802969781174, 0.9014671616301957, 21:56:54 , 305
3304, 55.07144841959013, 0.9178574736598356, 21:56:55 , 305
3363, 56.054867141368526, 0.9342477856894754, 21:56:56 , 305
3422, 57.038285863146925, 0.9506380977191154, 21:56:57 , 305
3481, 58.02170458492532, 0.9670284097487553, 21:56:58 , 305
3540, 59.005123306703716, 0.9834187217783953, 21:56:59 , 305
3599, 59.98854202848211, 0.9998090338080351, 21:56:59 , 305
3658, 60.97196075026051, 1.016199345837675, 21:57:00 , 305
3717, 61.9553794720389, 1.032589657867315, 21:57:01 , 305
3776, 62.9387981938173, 1.048979969896955, 21:57:02 , 331
3835, 63.92221691559569, 1.0653702819265949, 21:57:03 , 331
3894, 64.90563563737409, 1.081760593956235, 21:57:04 , 331
3953, 65.88905435915248, 1.0981509059858747, 21:57:05 , 331
4012, 66.87247308093087, 1.1145412180155145, 21:57:06 , 331
4071, 67.85589180270927, 1.1309315300451543, 21:57:07 , 331
4130, 68.83931052448767, 1.1473218420747946, 21:57:08 , 331
4189, 69.82272924626606, 1.1637121541044344, 21:57:09 , 331
4248, 70.80614796804446, 1.1801024661340742, 21:57:10 , 331
4307, 71.78956668982285, 1.1964927781637142, 21:57:11 , 331
4366, 72.77298541160125, 1.2128830901933543, 21:57:12 , 331
4425, 73.75640413337965, 1.229273402222994, 21:57:13 , 331
4484, 74.73982285515804, 1.245663714252634, 21:57:14 , 331
4543, 75.72324157693643, 1.262054026282274, 21:57:15 , 331
4602, 76.70666029871482, 1.2784443383119137, 21:57:16 , 331
4661, 77.69007902049323, 1.2948346503415538, 21:57:17 , 331
4720, 78.67349774227162, 1.3112249623711938, 21:57:18 , 331
4779, 79.65691646405001, 1.3276152744008336, 21:57:19 , 331
4838, 80.6403351858284, 1.3440055864304734, 21:57:20 , 331
4897, 81.62375390760681, 1.3603958984601134, 21:57:21 , 331
4956, 82.6071726293852, 1.3767862104897535, 21:57:22 , 331
5015, 83.5905913511636, 1.3931765225193933, 21:57:23 , 364
